Merit,Dept.-Univ.
1649,CE-CUET
1650,ME-RUET
1651,CE-CUET
1652,ECE-RUET
1653,CE-RUET
1655,ME-CUET
1657,ME-RUET
1658,ECE-KUET
1659,ME-RUET
1660,ME-CUET
1661,ME-CUET
1662,ME-RUET
1663,ME-RUET
1664,ME-CUET
1665,ME-CUET
1666,CE-RUET
1667,CE-RUET
1668,CE-RUET
1669,ME-RUET
1670,ECE-RUET
1671,CE-RUET
1674,ME-RUET
1675,ECE-RUET
1676,CE-RUET
1677,ME-CUET
1679,ME-CUET
1680,ECE-RUET
1681,CE-RUET
1682,ECE-RUET
1683,ME-CUET
1684,CE-CUET
1685,ME-RUET
1686,ECE-KUET
1687,ME-RUET
1688,ME-RUET
1689,ETE-CUET
1690,ECE-RUET
1691,ME-RUET
1692,CE-CUET
1693,ME-RUET
1694,ME-RUET
1695,ME-RUET
1696,CE-RUET
1697,ME-CUET
1698,ME-RUET
1700,CE-RUET
1701,ME-CUET
1702,IEM-KUET
1703,CE-CUET
1704,ME-CUET
1705,ME-CUET
1706,ME-RUET
1707,CE-RUET
1708,ME-CUET
1709,ME-CUET
1710,IEM-KUET
1712,ME-RUET
1713,ME-CUET
1715,ME-CUET
1716,ME-RUET
1717,ME-CUET
1718,CE-CUET
1719,ME-RUET
1720,CE-RUET
1721,CE-RUET
1722,CE-CUET
1723,ME-RUET
1724,ECE-KUET
1725,ME-RUET
1728,ME-CUET
1730,ME-RUET
1731,CE-RUET
1734,CHE-KUET
1735,CHE-KUET
1736,ME-CUET
1737,ME-RUET
1738,ME-CUET
1739,CE-RUET
1740,ME-CUET
1741,ME-RUET
1742,CE-CUET
1743,ECE-RUET
1744,ECE-KUET
1745,CE-RUET
1746,CE-CUET
1747,CE-RUET
1748,CE-CUET
1749,ME-CUET
1750,ME-CUET
1751,ME-RUET
1752,ECE-RUET
1753,CE-RUET
1754,BME-KUET
1755,ECE-KUET
1756,ME-RUET
1757,ME-RUET
1758,CE-CUET
1759,CE-RUET
1761,CE-CUET
1762,ME-CUET
1763,CE-RUET
1764,ME-RUET
1765,CE-CUET
1766,ECE-RUET
1767,ECE-RUET
1768,ME-RUET
1769,ECE-KUET
1771,CE-CUET
1772,ME-CUET
1773,CE-RUET
1775,ME-RUET
1777,CE-RUET
1778,ECE-RUET
1779,ECE-KUET
1780,ME-RUET
1781,ECE-RUET
1783,ECE-RUET
1784,ME-RUET
1785,ME-CUET
1786,ME-CUET
1787,ME-RUET
1788,ME-CUET
1790,ME-RUET
1792,ME-RUET
1793,ME-CUET
1794,BME-KUET
1795,ME-RUET
1796,ME-CUET
1797,ME-RUET
1799,ECE-KUET
1800,ME-CUET
1801,ME-RUET
1803,CE-RUET
1804,ME-RUET
1806,CE-RUET
1807,ME-CUET
1808,ME-RUET
1809,ME-CUET
1810,CE-RUET
1811,ME-CUET
1812,ME-RUET
1813,CE-RUET
1814,CE-CUET
1815,ME-RUET
1816,ME-CUET
1817,ME-RUET
1818,ME-RUET
1819,ME-RUET
1820,ME-RUET
1821,ME-RUET
1822,ECE-RUET
1823,ME-RUET
1824,ECE-RUET
1825,ME-RUET
1826,BME-KUET
1827,ME-CUET
1828,ME-CUET
1829,ME-RUET
1830,ECE-RUET
1831,ME-RUET
1832,CE-CUET
1833,CE-CUET
1834,CE-CUET
1835,ME-RUET
1836,ME-RUET
1838,ME-RUET
1839,CE-RUET
1841,CE-RUET
1842,ME-CUET
1843,ME-CUET
1844,CE-RUET
1845,CE-CUET
1847,ECE-RUET
1848,CE-CUET
1849,ME-CUET
1850,CE-CUET
1851,CE-RUET
1853,ME-RUET
1855,ME-CUET
1856,ME-CUET
1857,BME-KUET
1858,ME-RUET
1860,CE-CUET
1862,ECE-KUET
1863,ME-CUET
1864,ECE-KUET
1865,ME-CUET
1867,CE-RUET
1868,ME-CUET
1869,ME-CUET
1871,ME-RUET
1872,CE-RUET
1873,ME-CUET
1874,ME-CUET
1875,CE-CUET
1876,ME-CUET
1877,ECE-RUET
1879,CE-RUET
1880,ECE-KUET
1882,ME-CUET
1883,ME-RUET
1884,ME-RUET
1885,ECE-KUET
1887,ME-RUET
1888,CE-CUET
1889,ME-CUET
1890,CE-RUET
1891,ME-CUET
1892,ME-RUET
1893,CE-RUET
1894,ECE-KUET
1895,ECE-RUET
1896,ME-RUET
1897,ECE-RUET
1898,CE-CUET
1899,CE-RUET
1900,ME-CUET
1902,ME-CUET
1903,ME-CUET
1904,CE-RUET
1905,ME-RUET
1906,ME-CUET
1907,ME-CUET
1908,ME-CUET
1909,ME-CUET
1910,ME-RUET
1911,CE-RUET
1912,CE-RUET
1913,ME-RUET
1914,ME-RUET
1915,ECE-KUET
1916,CE-RUET
1917,ME-CUET
1918,ECE-RUET
1920,ME-CUET
1921,CE-CUET
1922,ECE-KUET
1923,ME-CUET
1924,ME-RUET
1925,ME-RUET
1926,ECE-RUET
1927,ME-RUET
1929,ME-RUET
1930,CE-CUET
1931,ME-CUET
1932,ME-CUET
1933,ME-RUET
1934,ME-CUET
1935,CE-CUET
1936,ME-CUET
1937,CE-RUET
1938,CE-RUET
1939,ME-CUET
1940,ME-CUET
1941,ME-RUET
1942,ECE-RUET
1943,ME-RUET
1944,ECE-KUET
1945,ETE-CUET
1946,CE-RUET
1947,ECE-KUET
1948,ECE-RUET
1949,ME-RUET
1950,ECE-RUET
1952,CE-RUET
1953,CE-CUET
1954,ME-CUET
1955,ME-CUET
1957,CE-RUET
1958,CE-RUET
1959,ME-CUET
1960,ME-CUET
1961,CE-CUET
1962,ME-CUET
1963,ME-CUET
1964,ME-CUET
1965,ME-RUET
1967,ME-CUET
1968,ME-RUET
1970,ME-RUET
1971,CE-CUET
1973,ME-CUET
1974,CE-RUET
1975,ECE-RUET
1976,CE-CUET
1977,ME-CUET
1979,ME-CUET
1980,ECE-KUET
1981,ECE-KUET
1982,ME-CUET
1983,ME-RUET
1984,ECE-RUET
1985,ME-RUET
1986,CE-RUET
1987,ME-RUET
1988,ECE-RUET
1989,ME-RUET
1990,CHE-KUET
1991,ECE-KUET
1992,ME-CUET
1993,ECE-KUET
1994,ME-RUET
1995,ECE-KUET
1999,ME-RUET
2000,CE-RUET
2001,CE-RUET
2002,CE-CUET
2003,ME-CUET
2004,ECE-RUET
2006,ECE-RUET
2008,ME-CUET
2009,ECE-RUET
2012,ME-CUET
2014,ME-CUET
2015,ME-CUET
2016,ME-CUET
2019,ME-RUET
2020,ME-CUET
2021,CE-CUET
2022,BME-KUET
2023,ME-RUET
2024,CE-RUET
2026,ME-RUET
2027,CE-RUET
2028,CE-RUET
2029,CE-CUET
2030,ME-CUET
2031,ME-RUET
2032,CE-CUET
2033,ECE-KUET
2035,CE-RUET
2037,CE-RUET
2038,ME-CUET
2039,ME-CUET
2041,ECE-RUET
2042,CE-RUET
2043,ME-RUET
2044,ME-RUET
2045,ME-CUET
2046,ME-CUET
2047,CE-CUET
2048,ME-RUET
2049,ECE-RUET
2050,ME-CUET
2052,ME-CUET
2054,ME-CUET
2055,CE-RUET
2056,ME-CUET
2057,ME-RUET
2058,ME-RUET
2059,ME-CUET
2062,ME-CUET
2063,ECE-KUET
2064,ME-CUET
2066,CE-CUET
2067,ME-RUET
2068,ME-RUET
2069,ME-CUET
2070,ME-CUET
2071,CE-RUET
2072,CE-CUET
2073,ME-CUET
2074,ME-CUET
2075,ECE-KUET
2076,ME-CUET
2077,ECE-RUET
2078,ME-CUET
2079,CE-RUET
2080,ECE-KUET
2081,ME-RUET
2082,ECE-KUET
2083,ME-RUET
2084,CE-RUET
2085,CE-CUET
2087,ECE-RUET
2089,CE-CUET
2090,CHE-KUET
2091,CHE-KUET
2092,ME-RUET
2093,CE-RUET
2094,ECE-KUET
2095,ME-RUET
2096,CE-CUET
2097,ECE-KUET
2098,ME-RUET
2099,ME-RUET
2100,CE-CUET
2101,CE-CUET
2102,CE-RUET
2103,ME-RUET
2104,CE-CUET
2105,CE-CUET
2106,ME-RUET
2107,CE-RUET
2108,ME-RUET
2109,CHE-KUET
2110,ME-RUET
2113,CE-CUET
2114,ECE-RUET
2115,ETE-CUET
2117,CE-CUET
2118,ME-RUET
2119,ME-RUET
2121,CE-RUET
2122,CE-CUET
2123,CE-RUET
2124,ECE-KUET
2125,ME-RUET
2126,CE-CUET
2127,ME-RUET
2129,ME-RUET
2130,ME-RUET
2131,ME-RUET
2132,CE-CUET
2134,CE-RUET
2135,ME-RUET
2137,CE-CUET
2139,ME-RUET
2140,CE-RUET
2141,CE-CUET
2142,ME-RUET
2143,ECE-RUET
2144,ME-RUET
2146,ME-RUET
2147,ME-RUET
2148,CE-RUET
2149,CE-RUET
2150,ME-RUET
2151,ME-RUET
2152,CE-CUET
2153,ME-RUET
2155,CE-CUET
2156,ME-RUET
2157,CE-CUET
2158,CE-RUET
2159,ME-RUET
2161,CE-CUET
2163,CE-RUET
2164,CE-RUET
2165,ETE-CUET
2166,ME-RUET
2167,ME-RUET
2168,CE-RUET
2170,CE-CUET
2171,CE-RUET
2172,CE-CUET
2173,CE-CUET
2174,CE-CUET
2175,CE-RUET
2176,ME-RUET
2177,ME-RUET
2178,CE-CUET
2179,CE-CUET
2181,ME-RUET
2182,ECE-KUET
2183,BME-KUET
2184,CE-CUET
2185,ECE-KUET
2186,ECE-KUET
2187,CE-RUET
2188,ECE-RUET
2189,CHE-KUET
2190,CE-CUET
2191,BME-CUET
2192,CE-RUET
2194,ECE-RUET
2195,CE-CUET
2196,CE-CUET
2197,ECE-RUET
2198,CE-RUET
2199,CE-CUET
2200,CE-RUET
2201,CE-CUET
2203,CE-CUET
2204,CE-CUET
2205,ECE-KUET
2206,CE-CUET
2208,MTE-RUET
2211,CE-RUET
2212,CE-CUET
2213,CE-CUET
2214,ECE-KUET
2215,CE-RUET
2216,CE-RUET
2217,CE-RUET
2218,CE-RUET
2219,ECE-KUET
2220,CE-RUET
2221,CE-RUET
2222,CE-RUET
2223,CE-RUET
2224,CE-RUET
2225,ECE-KUET
2226,CE-RUET
2227,IEM-KUET
2228,CE-RUET
2229,CE-CUET
2230,CE-CUET
2231,ECE-KUET
2232,CE-CUET
2234,BME-KUET
2236,CE-RUET
2238,ETE-RUET
2242,CE-RUET
2243,CE-RUET
2244,CE-CUET
2248,CE-RUET
2249,CE-RUET
2250,CE-RUET
2252,CE-RUET
2254,CE-CUET
2255,CE-RUET
2257,CHE-KUET
2258,MIE-CUET
2259,CE-CUET
2260,CE-CUET
2261,CE-CUET
2263,CE-RUET
2264,CE-RUET
2265,CE-RUET
2266,CE-CUET
2268,CE-RUET
2269,CE-RUET
2270,CE-RUET
2272,CE-RUET
2273,CHE-KUET
2274,CE-RUET
2275,CE-CUET
2276,CE-CUET
2277,CE-RUET
2278,CE-CUET
2279,CE-CUET
2280,CE-RUET
2282,IEM-KUET
2283,CE-RUET
2284,ETE-CUET
2285,ETE-CUET
2286,IEM-KUET
2287,CE-CUET
2288,CE-RUET
2289,CE-RUET
2290,CE-CUET
2291,CE-CUET
2292,CE-CUET
2293,CE-RUET
2294,CE-RUET
2295,CE-CUET
2297,CE-CUET
2298,CE-CUET
2299,CE-RUET
2300,CE-CUET
2301,CE-CUET
2302,ESE-KUET
2303,CE-CUET
2305,CE-RUET
2306,CE-RUET
2307,CE-RUET
2308,CE-CUET
2309,CE-CUET
2310,CE-RUET
2311,CE-CUET
2312,CE-RUET
2313,CE-RUET
2314,CE-RUET
2315,CE-CUET
2316,CE-RUET
2317,CE-RUET
2318,CE-CUET
2319,CE-RUET
2321,IEM-KUET
2322,CE-CUET
2323,CE-RUET
2324,MTE-KUET
2325,MIE-CUET
2326,CE-CUET
2327,CE-RUET
2328,CE-RUET
2329,CE-RUET
2330,CE-CUET
2332,CE-CUET
2333,CE-CUET
2334,CE-CUET
2336,CE-CUET
2337,CE-RUET
2338,CE-RUET
2339,CE-CUET
2340,CE-RUET
2341,CE-RUET
2342,CE-RUET
2343,ETE-CUET
2344,ETE-CUET
2347,CE-RUET
2348,ETE-CUET
2349,ETE-CUET
2351,CE-RUET
2352,CE-RUET
2353,CE-RUET
2354,CE-RUET
2355,CE-RUET
2356,CE-RUET
2357,CE-RUET
2358,BME-KUET
2359,BME-CUET
2360,BME-KUET
2361,CE-RUET
2362,ETE-RUET
2363,CE-RUET
2364,CE-RUET
2365,CE-RUET
2366,CHE-KUET
2367,CE-RUET
2368,CE-RUET
2369,ETE-CUET
2371,MTE-RUET
2372,MIE-CUET
2373,CHE-KUET
2374,ETE-CUET
2375,CE-RUET
2377,CE-RUET
2379,CE-RUET
2380,CE-RUET
2382,CE-RUET
2383,CE-RUET
2384,CE-RUET
2385,CE-RUET
2387,IEM-KUET
2388,MTE-KUET
2390,BME-KUET
2391,CHE-KUET
2392,MTE-KUET
2394,CHE-KUET
2395,ETE-CUET
2396,MIE-CUET
2397,CFPE-RUET
2398,ETE-CUET
2399,ETE-RUET
2401,ETE-RUET
2402,CHE-KUET
2403,ETE-RUET
2404,IEM-KUET
2405,ETE-CUET
2406,BME-KUET
2407,ETE-RUET
2410,ETE-RUET
2411,ETE-RUET
2412,ETE-CUET
2413,BME-KUET
2414,CFPE-RUET
2415,BME-KUET
2417,ETE-RUET
2418,ETE-CUET
2419,CFPE-RUET
2421,MTE-KUET
2422,MTE-KUET
2423,IPE-RUET
2425,MTE-RUET
2427,ETE-CUET
2428,CHE-KUET
2429,ETE-CUET
2430,BECM-KUET
2431,CFPE-RUET
2432,BME-KUET
2433,ETE-CUET
2434,IEM-KUET
2436,ETE-RUET
2439,BME-CUET
2440,IEM-KUET
2441,IEM-KUET
2442,ETE-CUET
2443,CHE-KUET
2445,ESE-KUET
2446,BME-KUET
2447,ETE-CUET
2449,BME-CUET
2452,ETE-CUET
2453,IPE-RUET
2454,CHE-KUET
2455,IEM-KUET
2456,ETE-CUET
2457,IEM-KUET
2458,CFPE-RUET
2459,IEM-KUET
2460,BME-KUET
2463,CHE-KUET
2464,MTE-RUET
2465,ETE-CUET
2466,ETE-RUET
2467,MIE-CUET
2468,ETE-CUET
2469,ETE-RUET
2470,IPE-RUET
2471,CHE-KUET
2472,ETE-RUET
2473,ETE-CUET
2474,IEM-KUET
2475,IPE-RUET
2476,CHE-KUET
2477,ETE-CUET
2478,BME-KUET
2479,MSE-KUET
2480,ETE-RUET
2481,IEM-KUET
2482,MIE-CUET
2483,CHE-KUET
2484,IPE-RUET
2485,CHE-KUET
2486,MTE-KUET
2487,MTE-KUET
2489,IEM-KUET
2490,MIE-CUET
2491,ETE-RUET
2492,ETE-CUET
2493,MTE-KUET
2494,IEM-KUET
2495,MIE-CUET
2497,ETE-RUET
2498,ETE-CUET
2500,BME-KUET
2501,IPE-RUET
2502,ETE-CUET
2503,IEM-KUET
2504,ETE-RUET
2505,BME-KUET
2506,CHE-KUET
2508,ETE-RUET
2509,MTE-RUET
2511,ETE-CUET
2512,MTE-KUET
2513,IEM-KUET
2514,IEM-KUET
2515,ETE-CUET
2516,ETE-RUET
2517,MTE-RUET
2519,TE-KUET
2520,MTE-KUET
2521,IPE-RUET
2522,CHE-KUET
2523,CHE-KUET
2524,ETE-CUET
2525,ETE-RUET
2526,ETE-RUET
2527,CHE-KUET
2528,IEM-KUET
2529,ETE-CUET
2531,ETE-CUET
2532,ETE-CUET
2533,IEM-KUET
2534,ETE-CUET
2536,ETE-CUET
2537,ETE-CUET
2538,ETE-RUET
2539,ETE-CUET
2541,CHE-KUET
2542,ETE-RUET
2543,IPE-RUET
2544,IPE-RUET
2546,BME-CUET
2548,ETE-CUET
2549,MIE-CUET
2551,ETE-RUET
2552,ETE-RUET
2553,MIE-CUET
2554,IEM-KUET
2555,IEM-KUET
2556,MTE-KUET
2557,IEM-KUET
2558,IPE-RUET
2559,MTE-RUET
2560,IEM-KUET
2561,IPE-RUET
2562,IEM-KUET
2563,IPE-RUET
2564,IPE-RUET
2565,BME-KUET
2566,ETE-CUET
2567,ETE-RUET
2568,ETE-CUET
2569,MIE-CUET
2570,IEM-KUET
2571,ETE-RUET
2572,MIE-CUET
2573,MSE-CUET
2575,ETE-RUET
2576,IPE-RUET
2577,ETE-RUET
2578,BME-KUET
2579,IEM-KUET
2580,MTE-KUET
2581,ETE-RUET
2582,ETE-CUET
2583,IEM-KUET
2584,ETE-CUET
2585,IEM-KUET
2586,MTE-RUET
2587,ETE-RUET
2589,ETE-RUET
2590,CFPE-RUET
2591,ETE-CUET
2592,ETE-RUET
2593,ETE-RUET
2594,ETE-CUET
2595,BME-KUET
2597,IEM-KUET
2598,IPE-RUET
2599,BME-KUET
2601,CFPE-RUET
2602,ETE-CUET
2605,ETE-RUET
2606,MTE-RUET
2607,ETE-RUET
2608,ETE-CUET
2609,IEM-KUET
2610,MTE-KUET
2612,MTE-RUET
2613,MTE-RUET
2615,ETE-RUET
2616,IEM-KUET
2617,IEM-KUET
2618,ETE-CUET
2619,IEM-KUET
2620,BME-CUET
2621,IPE-RUET
2622,IEM-KUET
2623,IEM-KUET
2626,MIE-CUET
2627,ETE-RUET
2628,ETE-RUET
2629,BME-KUET
2630,IEM-KUET
2631,IEM-KUET
2632,BME-CUET
2634,ETE-RUET
2635,IEM-KUET
2636,BME-KUET
2638,IEM-KUET
2640,MIE-CUET
2641,ETE-RUET
2642,MIE-CUET
2643,IPE-RUET
2645,ETE-RUET
2646,IEM-KUET
2647,IEM-KUET
2649,MIE-CUET
2650,BME-KUET
2652,IPE-RUET
2653,CFPE-RUET
2655,IEM-KUET
2656,ETE-CUET
2657,ETE-RUET
2658,IEM-KUET
2659,ETE-CUET
2660,BME-KUET
2661,IEM-KUET
2663,ETE-RUET
2664,IEM-KUET
2668,IPE-RUET
2669,ETE-CUET
2670,CFPE-RUET
2671,ETE-RUET
2672,IEM-KUET
2673,MIE-CUET
2674,ETE-CUET
2675,MIE-CUET
2676,IPE-RUET
2677,ETE-CUET
2678,IEM-KUET
2679,IEM-KUET
2680,ETE-RUET
2681,ETE-RUET
2682,IEM-KUET
2683,ETE-CUET
2684,IPE-RUET
2685,MTE-KUET
2686,MIE-CUET
2687,ETE-CUET
2688,IEM-KUET
2689,MIE-CUET
2690,MTE-KUET
2691,MTE-KUET
2692,IPE-RUET
2693,CFPE-RUET
2695,IEM-KUET
2696,ETE-RUET
2697,MIE-CUET
2699,ETE-CUET
2700,MTE-KUET
2701,CFPE-RUET
2703,MIE-CUET
2705,MTE-KUET
2706,CFPE-RUET
2707,IPE-RUET
2708,BME-CUET
2709,IPE-RUET
2711,IEM-KUET
2712,IEM-KUET
2713,IEM-KUET
2714,ETE-RUET
2716,MIE-CUET
2717,IEM-KUET
2719,MTE-RUET
2720,CFPE-RUET
2724,MIE-CUET
2725,BECM-KUET
2726,ETE-RUET
2727,MTE-KUET
2729,IPE-RUET
2730,IPE-RUET
2731,ETE-RUET
2733,MTE-RUET
2734,IPE-RUET
2735,BME-CUET
2736,MTE-KUET
2737,IPE-RUET
2738,ETE-RUET
2739,IPE-RUET
2740,IPE-RUET
2741,MTE-KUET
2742,ETE-RUET
2743,ETE-RUET
2744,ETE-RUET
2745,MTE-KUET
2746,BECM-KUET
2748,IPE-RUET
2749,IPE-RUET
2751,IPE-RUET
2752,ETE-RUET
2753,MIE-CUET
2754,BME-CUET
2756,ETE-RUET
2757,ETE-RUET
2758,MIE-CUET
2759,IPE-RUET
2760,IPE-RUET
2761,ETE-RUET
2762,ETE-RUET
2763,MTE-RUET
2764,BME-CUET
2765,ESE-KUET
2766,IPE-RUET
2767,MTE-KUET
2769,IPE-RUET
2771,IPE-RUET
2773,ESE-KUET
2774,MTE-RUET
2775,IPE-RUET
2776,MTE-KUET
2777,MTE-RUET
2778,BECM-KUET
2779,IPE-RUET
2780,IPE-RUET
2781,BME-CUET
2783,MTE-KUET
2784,MTE-KUET
2786,IPE-RUET
2787,BME-CUET
2788,ESE-KUET
2790,MTE-KUET
2791,IPE-RUET
2792,BME-CUET
2793,IPE-RUET
2794,MTE-RUET
2795,MTE-KUET
2796,CFPE-RUET
2798,CFPE-RUET
2800,MTE-RUET
2801,ESE-KUET
2802,MIE-CUET
2803,BME-CUET
2804,CFPE-RUET
2806,MTE-RUET
2808,IPE-RUET
2809,BME-CUET
2811,IPE-RUET
2812,MTE-RUET
2815,BME-CUET
2817,MSE-KUET
2818,IPE-RUET
2819,MTE-RUET
2821,CFPE-RUET
2823,MIE-CUET
2824,MTE-RUET
2825,IPE-RUET
2826,MTE-RUET
2829,CFPE-RUET
2831,IPE-RUET
2832,MTE-RUET
2833,MIE-CUET
2834,BME-CUET
2835,IPE-RUET
2836,IPE-RUET
2837,IPE-RUET
2838,ESE-KUET
2839,TE-KUET
2841,BME-CUET
2842,BME-CUET
2843,IPE-RUET
2844,IPE-RUET
2845,BME-CUET
2846,BECM-KUET
2847,MSE-CUET
2848,PME-CUET
2849,CFPE-RUET
2850,CFPE-RUET
2851,BME-CUET
2852,BME-CUET
2853,IPE-RUET
2854,BME-CUET
2855,MTE-RUET
2856,IPE-RUET
2857,MTE-RUET
2858,BME-CUET
2859,CFPE-RUET
2860,ESE-KUET
2861,IPE-RUET
2862,CFPE-RUET
2863,MTE-RUET
2864,MTE-RUET
2866,ESE-KUET
2867,BECM-KUET
2868,MSE-KUET
2869,BECM-KUET
2870,TE-KUET
2872,MTE-RUET
2873,IPE-RUET
2874,BME-CUET
2875,BME-CUET
2876,MTE-RUET
2877,IPE-RUET
2878,BME-CUET
2879,MTE-RUET
2880,MTE-RUET
2884,IPE-RUET
2885,ESE-KUET
2886,CFPE-RUET
2887,ESE-KUET
2889,BECM-KUET
2890,CFPE-RUET
2892,BECM-KUET
2893,MTE-RUET
2894,BME-CUET
2895,MTE-RUET
2896,CFPE-RUET
2897,CFPE-RUET
2898,CFPE-RUET
2901,MTE-RUET
2902,MTE-RUET
2907,CFPE-RUET
2908,MSE-KUET
2909,MTE-RUET
2911,MTE-RUET
2913,MTE-RUET
2914,CFPE-RUET
2917,MTE-RUET
2919,CFPE-RUET
2920,MSE-CUET
2921,MTE-RUET
2922,ESE-KUET
2923,MSE-RUET
2924,MTE-RUET
2925,URP-KUET
2926,MSE-CUET
2928,MTE-RUET
2929,MSE-KUET
2931,MSE-KUET
2934,MTE-RUET
2935,TE-KUET
2936,BECM-KUET
2937,ESE-KUET
2938,MSE-CUET
2942,MSE-KUET
2943,MTE-RUET
2944,MTE-RUET
2945,MTE-RUET
2947,MSE-CUET
2948,ESE-KUET
2949,MSE-KUET
2953,MTE-RUET
2954,MTE-RUET
2955,BECM-RUET
2957,MSE-KUET
2959,ESE-KUET
2961,BECM-KUET
2963,MTE-RUET
2964,MTE-RUET
2965,ESE-KUET
2967,MSE-KUET
2968,MSE-KUET
2969,ESE-KUET
2970,MSE-KUET
2971,BECM-KUET
2972,TE-KUET
2973,BECM-KUET
2974,MSE-CUET
2975,BECM-KUET
2978,MTE-RUET
2980,MTE-RUET
2981,MTE-RUET
2983,TE-KUET
2984,MSE-CUET
2985,URP-KUET
2986,MTE-RUET
2988,BECM-KUET
2989,MTE-RUET
2990,MTE-RUET
2991,MTE-RUET
2992,MSE-CUET
2993,BECM-KUET
2996,MTE-RUET
2998,MSE-KUET
2999,MSE-CUET
3000,MSE-CUET
3001,ESE-KUET
3003,ESE-KUET
3004,BECM-KUET
3005,BECM-KUET
3006,BECM-KUET
3008,WRE-CUET
3009,MSE-KUET
3010,MSE-KUET
3012,ESE-KUET
3013,MSE-RUET
3014,MSE-CUET
3017,MSE-RUET
3018,ESE-KUET
3019,MSE-CUET
3020,BECM-KUET
3022,ESE-KUET
3023,MSE-CUET
3024,ESE-KUET
3025,BECM-KUET
3026,TE-KUET
3028,BECM-KUET
3029,MSE-KUET
3031,MSE-RUET
3032,MSE-KUET
3033,WRE-CUET
3036,MSE-CUET
3037,PME-CUET
3038,ESE-KUET
3039,MSE-KUET
3040,BECM-KUET
3042,TE-KUET
3044,ESE-KUET
3045,WRE-CUET
3046,BECM-RUET
3047,ESE-KUET
3048,MSE-CUET
3049,ESE-KUET
3051,ESE-KUET
3052,BECM-KUET
3053,TE-KUET
3054,MSE-CUET
3055,BECM-KUET
3056,BECM-KUET
3058,MSE-KUET
3059,BECM-RUET
3061,BECM-RUET
3062,BECM-KUET
3063,MSE-KUET
3064,ESE-KUET
3065,BECM-KUET
3066,PME-CUET
3067,MSE-KUET
3068,MSE-KUET
3070,MSE-RUET
3071,MSE-KUET
3072,MSE-RUET
3073,MSE-CUET
3074,WRE-CUET
3075,BECM-KUET
3077,WRE-CUET
3078,BECM-RUET
3079,TE-KUET
3081,MSE-KUET
3082,MSE-CUET
3083,MSE-CUET
3085,MSE-CUET
3087,BECM-RUET
3088,MSE-KUET
3089,MSE-CUET
3090,MSE-RUET
3092,PME-CUET
3093,MSE-CUET
3094,BECM-KUET
3095,PME-CUET
3097,MSE-KUET
3098,BECM-KUET
3099,MSE-KUET
3101,BECM-RUET
3102,BECM-RUET
3104,MSE-KUET
3105,MSE-CUET
3106,MSE-KUET
3107,MSE-RUET
3108,MSE-RUET
3110,MSE-KUET
3111,BECM-RUET
3113,MSE-KUET
3114,BECM-KUET
3115,MSE-KUET
3116,MSE-RUET
3117,BECM-KUET
3119,MSE-KUET
3120,MSE-CUET
3121,URP-RUET
3122,PME-CUET
3123,MSE-CUET
3124,WRE-CUET
3125,MSE-RUET
3127,TE-KUET
3128,URP-CUET
3129,MSE-KUET
3130,PME-CUET
3131,MSE-RUET
3132,MSE-KUET
3134,BECM-RUET
3135,MSE-CUET
3136,MSE-RUET
3138,MSE-RUET
3139,MSE-KUET
3140,PME-CUET
3141,MSE-RUET
3142,MSE-RUET
3143,MSE-CUET
3146,MSE-KUET
3147,MSE-CUET
3148,WRE-CUET
3149,MSE-RUET
3154,BECM-KUET
3155,MSE-RUET
3156,MSE-CUET
3158,WRE-CUET
3159,MSE-KUET
3161,MSE-RUET
3162,BECM-KUET
3163,MSE-RUET
3164,PME-CUET
3165,URP-CUET
3167,PME-CUET
3169,BECM-KUET
3172,MSE-KUET
3173,TE-KUET
3174,URP-RUET
3175,PME-CUET
3176,MSE-KUET
3178,BECM-KUET
3179,MSE-KUET
3181,MSE-KUET
3182,WRE-CUET
3183,MSE-RUET
3184,PME-CUET
3185,MSE-RUET
3187,MSE-KUET
3188,TE-KUET
3189,MSE-RUET
3190,BECM-KUET
3191,MSE-KUET
3193,MSE-KUET
3196,PME-CUET
3197,MSE-KUET
3198,BECM-KUET
3199,MSE-KUET
3200,MSE-KUET
3201,BECM-RUET
3202,TE-KUET
3204,MSE-KUET
3206,URP-CUET
3209,BECM-KUET
3210,BECM-KUET
3211,TE-KUET
3212,MSE-RUET
3214,BECM-RUET
3215,TE-KUET
3216,BECM-KUET
3217,MSE-KUET
3218,MSE-KUET
3219,MSE-RUET
3220,MSE-KUET
3221,TE-KUET
3222,MSE-KUET
3223,MSE-RUET
3224,WRE-CUET
3225,MSE-KUET
3226,MSE-KUET
3227,URP-KUET
3228,MSE-RUET
3229,PME-CUET
3230,MSE-KUET
3231,BECM-KUET
3233,BECM-KUET
3235,PME-CUET
3236,MSE-RUET
3237,BECM-KUET
3239,BECM-KUET
3241,BECM-KUET
3244,PME-CUET
3245,MSE-KUET
3246,MSE-KUET
3247,MSE-KUET
3248,BECM-RUET
3250,MSE-KUET
3251,WRE-CUET
3252,TE-KUET
3253,WRE-CUET
3254,WRE-CUET
3256,TE-KUET
3257,MSE-RUET
3258,MSE-RUET
3259,PME-CUET
3260,MSE-RUET
3261,MSE-RUET
3262,MSE-RUET
3263,MSE-RUET
3264,TE-KUET
3265,GCE-RUET
3266,MSE-RUET
3268,MSE-RUET
3269,BECM-KUET
3271,MSE-RUET
3272,PME-CUET
3275,MSE-RUET
3276,MSE-RUET
3277,MSE-RUET
